Bin_ID	Query_ID	Hit_ID	Hit_Description	Subject_Length	Score	Bits	E-value	Identities	Positives	Gaps	Query_Start_Position	Query_End_Position	Subject_Start_Position	Subject_End_Position
binning_output.151	k141_2898183_4 # 1983 # 2765 # 1 # ID=595_4	gnl|BL_ORD_ID|237	VFG037718(gb|WP_001027069) (adeG) cation/multidrug efflux pump [AdeFGH efflux pump (VF0504) - Biofilm (VFC0271)] [Acinetobacter baumannii AB0057]	1059	153.0	63.5438	2.66937e-11	27%	47%	4%	1	261	1	265
binning_output.151	k141_402669_10 # 5162 # 5479 # 1 # ID=650_10	gnl|BL_ORD_ID|12231	VFG045566(gb|WP_010948065) (LPG_RS11860) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]	147	281.0	112.849	2.74855e-33	50%	78%	0%	1	106	1	106
binning_output.151	k141_1297762_1 # 2 # 1015 # -1 # ID=706_1	gnl|BL_ORD_ID|15930	VFG026700(gb|YP_007957699) (mbtI) Isochorismate synthase MbtI [Mycobactin (VF0299) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium tuberculosis str. Haarlem/NITR202]	516	408.0	161.77	2.74764e-45	33%	51%	8%	1	338	5	354
binning_output.151	k141_2285957_1 # 2 # 526 # -1 # ID=763_1	gnl|BL_ORD_ID|2292	VFG050144(gb|WP_001048423) (dhbA) 2,3-dihydroxybenzoate-2,3-dehydrogenase, DhbA [Bacillibactin (VF0586) - Nutritional/Metabolic factor (VFC0272)] [Bacillus cereus AH187]	256	163.0	67.3958	7.0655e-14	31%	47%	6%	1	175	1	164
binning_output.151	k141_1217351_2 # 1222 # 3291 # 1 # ID=800_2	gnl|BL_ORD_ID|9383	VFG047718(gb|WP_013921812) (carB) carbamoyl phosphate synthase large subunit [Pyrimidine biosynthesis (VF0558) - Nutritional/Metabolic factor (VFC0272)] [Francisella sp. TX077308]	1094	2240.0	867.455	0.0	61%	76%	4%	1	690	1	707
binning_output.151	k141_1396203_2 # 906 # 1079 # 1 # ID=809_2	gnl|BL_ORD_ID|6112	VFG039536(gb|NP_820549) (CBU_1566) Coxiella Dot/Icm type IVB secretion system translocated effector  [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 493]	244	218.0	88.5817	1.09416e-23	76%	83%	2%	1	58	1	59
binning_output.151	k141_2469940_1 # 1 # 486 # -1 # ID=819_1	gnl|BL_ORD_ID|9634	VFG013166(gb|WP_012341127) (lpxB) lipid-A-disaccharide synthase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus somnus 2336]	389	439.0	173.711	1.97311e-53	48%	70%	0%	1	162	7	168
binning_output.151	k141_1397921_1 # 2 # 361 # -1 # ID=830_1	gnl|BL_ORD_ID|14887	VFG022641(gb|YP_001702706) (trpD) Anthranilate phosphoribosyltransferase TrpD [Tryptophan synthesis (VF0813) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium abscessus ATCC 19977]	357	154.0	63.929	4.66213e-13	32%	50%	6%	1	120	6	132
binning_output.151	k141_326596_2 # 1604 # 1690 # 1 # ID=857_2	gnl|BL_ORD_ID|21854	VFG044372(gb|AAL65279) (qbsL) QbsL [Thioquinolobactin (VF0937) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens ATCC 17400]	905	47.0	22.7126	4.51638	34%	53%	9%	1	29	11	42
binning_output.151	k141_2565549_2 # 588 # 1115 # 1 # ID=895_2	gnl|BL_ORD_ID|10007	VFG013618(gb|WP_011609384) (hemL) glutamate-1-semialdehyde 2,1-aminomutase [Heme biosynthesis (VF0758) - Nutritional/Metabolic factor (VFC0272)] [Haemophilus somnus 129PT]	432	670.0	262.692	2.18272e-87	69%	82%	0%	1	176	1	176
binning_output.151	k141_247335_2 # 500 # 2341 # 1 # ID=934_2	gnl|BL_ORD_ID|9381	VFG047713(gb|WP_014549144) (carB) carbamoyl phosphate synthase large subunit [Pyrimidine biosynthesis (VF0558) - Nutritional/Metabolic factor (VFC0272)] [Francisella cf. novicida Fx1]	1094	2030.0	786.563	0.0	61%	77%	3%	1	614	1	626
binning_output.151	k141_1678525_2 # 506 # 1345 # 1 # ID=978_2	gnl|BL_ORD_ID|9381	VFG047713(gb|WP_014549144) (carB) carbamoyl phosphate synthase large subunit [Pyrimidine biosynthesis (VF0558) - Nutritional/Metabolic factor (VFC0272)] [Francisella cf. novicida Fx1]	1094	1101.0	428.713	5.74478e-143	72%	84%	0%	1	280	1	280
binning_output.151	k141_339007_1 # 1 # 1011 # 1 # ID=983_1	gnl|BL_ORD_ID|27841	VFG023800(gb|WP_071822701) (YE105_RS06220) polysaccharide biosynthesis protein [O-antigen (VF0392) - Immune modulation (VFC0258)] [Yersinia enterocolitica subsp. palearctica 105.5R(r)]	638	697.0	273.092	2.40176e-86	42%	63%	7%	1	337	166	516
binning_output.151	k141_1591180_1 # 2 # 304 # -1 # ID=986_1	gnl|BL_ORD_ID|19731	VFG014106(gb|NP_251842) (hisH2) imidazole glycerol phosphate synthase subunit HisH [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	202	171.0	70.4774	2.76053e-16	39%	58%	6%	1	101	1	101
binning_output.151	k141_2842015_7 # 5882 # 5965 # 1 # ID=999_7	gnl|BL_ORD_ID|17108	VFG030270(gb|WP_015291172) (sadH) SDR family NAD(P)-dependent oxidoreductase [MymA operon (VF0840) - Immune modulation (VFC0258)] [Mycobacterium canettii CIPT 140070010]	276	62.0	28.4906	0.0464986	46%	68%	0%	1	28	1	28
binning_output.151	k141_1416404_1 # 1 # 1413 # -1 # ID=1041_1	gnl|BL_ORD_ID|14019	VFG009924(gb|WP_003877578) (relA) Probable GTP pyrophosphokinase RelA (ATP:GTP 3'-pyrophosphotransferase) (PPGPP synthetase I) ((P)PPGPP synthetase) (GTP diphosphokinase) [RelA (VF0287) - Regulation (VFC0301)] [Mycobacterium avium subsp. paratuberculosis K-10]	788	890.0	347.436	1.38116e-111	35%	60%	2%	1	471	134	612
binning_output.151	k141_1150961_4 # 1819 # 1965 # 1 # ID=1051_4	gnl|BL_ORD_ID|18835	VFG036936(gb|WP_003708068) (pilZ) type IV pilus assembly protein PilZ [Type IV pili (VF0075) - Adherence (VFC0001)] [Neisseria lactamica 020-06]	116	67.0	30.4166	0.0162216	27%	48%	6%	1	49	51	102
binning_output.151	k141_971120_1 # 2 # 850 # -1 # ID=1080_1	gnl|BL_ORD_ID|17396	VFG030989(gb|WP_011892407) (fadE29) acyl-CoA dehydrogenase family protein [FadE29 (VF0845) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium gilvum PYR-GCK]	387	443.0	175.252	3.00979e-52	35%	54%	3%	1	283	1	279
binning_output.151	k141_3030259_1 # 1 # 987 # -1 # ID=1115_1	gnl|BL_ORD_ID|16621	VFG029172(gb|WP_005060526) (mbtN) Acyl-CoA dehydrogenase MbtN [Mycobactin (VF0299) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium abscessus subsp. bolletii str. GO 06]	379	788.0	308.145	2.51354e-103	46%	65%	0%	1	329	1	328
binning_output.151	k141_2406847_1 # 2 # 970 # -1 # ID=1149_1	gnl|BL_ORD_ID|9381	VFG047713(gb|WP_014549144) (carB) carbamoyl phosphate synthase large subunit [Pyrimidine biosynthesis (VF0558) - Nutritional/Metabolic factor (VFC0272)] [Francisella cf. novicida Fx1]	1094	1307.0	508.064	8.18603e-173	75%	86%	0%	1	323	1	323
binning_output.066	k141_1265841_2 # 1156 # 1284 # 1 # ID=89_2	gnl|BL_ORD_ID|17756	VFG043551(gb|WP_010908478) (ML_RS08565) HU family DNA-binding protein [ML1683 (VF0867) - Adherence (VFC0001)] [Mycobacterium leprae TN]	200	58.0	26.9498	0.275111	33%	53%	0%	1	43	1	43
binning_output.066	k141_1893699_3 # 1801 # 1935 # 1 # ID=105_3	gnl|BL_ORD_ID|10983	VFG048621(gb|WP_004213924) (iutA) ferric aerobactin receptor IutA [Aerobactin (VF0565) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	733	107.0	45.8246	7.38253e-08	53%	71%	0%	1	45	77	121
binning_output.066	k141_1008174_4 # 1974 # 2099 # 1 # ID=148_4	gnl|BL_ORD_ID|11944	VFG010911(gb|WP_011947563) (letA) UvrY/SirA/GacA family response regulator transcription factor [LetA/S (VF0262) - Regulation (VFC0301)] [Legionella pneumophila str. Paris]	219	50.0	23.8682	3.77197	31%	50%	0%	1	42	4	45
binning_output.066	k141_2349108_1 # 1 # 60 # -1 # ID=153_1	gnl|BL_ORD_ID|19279	VFG000143(gb|NP_253699) (waaF) heptosyltransferase I [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	345	43.0	21.1718	9.45613	55%	70%	5%	1	20	267	285
binning_output.066	k141_2355988_3 # 2349 # 2456 # 1 # ID=181_3	gnl|BL_ORD_ID|1861	VFG016380(gb|WP_000609547) (BC_RS26290) DegT/DnrJ/EryC1/StrS aminotransferase family protein [Polysaccharide capsule (VF0659) - Immune modulation (VFC0258)] [Bacillus cereus ATCC 14579]	405	53.0	25.0238	0.998364	39%	53%	0%	1	36	80	115
binning_output.066	k141_1830128_1 # 1 # 213 # -1 # ID=206_1	gnl|BL_ORD_ID|12296	VFG045713(gb|WP_003631795) (LLO_RS07390) SEL1-like repeat protein [Enh loci (VF0163) - Others (VFC0346)] [Legionella longbeachae NSW150]	376	79.0	35.039	0.00127683	33%	47%	1%	1	71	1	72
binning_output.066	k141_2500173_3 # 2042 # 2554 # 1 # ID=287_3	gnl|BL_ORD_ID|285	VFG037851(gb|WP_000209932) (ABBFA_RS17100) phosphomannomutase/phosphoglucomutase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii AB307-0294]	456	788.0	308.145	5.78721e-105	84%	93%	0%	1	171	1	171
binning_output.304	k141_3053654_1 # 2 # 151 # -1 # ID=253_1	gnl|BL_ORD_ID|17575	VFG031395(gb|WP_011738760) (ctpV) copper-translocating P-type ATPase [Copper exporter (VF0849) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium ulcerans Agy99]	777	88.0	38.5058	3.026e-05	44%	62%	0%	1	50	496	545
binning_output.304	k141_1900495_1 # 1 # 96 # -1 # ID=361_1	gnl|BL_ORD_ID|22005	VFG051599(gb|WP_011333485.1) (rhsP2) ADP-ribosyltransferase toxin [HSI-2 T6SS secreted effectors (VF0915) - Effector delivery system (VFC0086)] [Pseudomonas fluorescens Pf0-1]	1576	51.0	24.2534	1.87068	33%	58%	3%	1	32	267	299
binning_output.304	k141_2353725_1 # 3 # 80 # -1 # ID=479_1	gnl|BL_ORD_ID|12884	VFG042111(gb|WP_010913977) (MAFF_RS25885) EscU/YscU/HrcU family type III secretion system export apparatus switch protein [T3SS (VF1274) - Effector delivery system (VFC0086)] [Mesorhizobium loti MAFF303099]	345	52.0	24.6386	0.873569	35%	58%	0%	1	26	1	26
binning_output.304	k141_2035489_6 # 3435 # 3503 # 1 # ID=1042_6	gnl|BL_ORD_ID|22052	VFG051804(gb|WP_011979145.1) (vgrG1a) type VI secretion system substrate VgrG1 [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PA7]	741	60.0	27.7202	0.0531855	52%	78%	0%	1	23	538	560
binning_output.232	k141_4237_1 # 2 # 211 # -1 # ID=79_1	gnl|BL_ORD_ID|1243	VFG038685(gb|WP_013723549) (flhA) flagellar biosynthesis protein FlhA [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas veronii B565]	700	289.0	115.931	4.58248e-32	81%	93%	0%	1	70	1	70
binning_output.232	k141_1976170_4 # 2959 # 3429 # 1 # ID=201_4	gnl|BL_ORD_ID|17107	VFG030269(gb|WP_015303737) (sadH) SDR family NAD(P)-dependent oxidoreductase [MymA operon (VF0840) - Immune modulation (VFC0258)] [Mycobacterium canettii CIPT 140070008]	276	240.0	97.0561	4.43075e-25	37%	55%	1%	1	157	1	155
binning_output.232	k141_1441107_1 # 3 # 422 # -1 # ID=204_1	gnl|BL_ORD_ID|17272	VFG030679(gb|WP_011730288) (sugC) sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC [Trehalose-recycling ABC transporter (VF0842) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium smegmatis str. MC2 155]	406	188.0	77.0258	1.9192e-17	34%	56%	8%	1	140	1	138
binning_output.232	k141_3049150_2 # 583 # 1311 # 1 # ID=226_2	gnl|BL_ORD_ID|25624	VFG005344(gb|WP_011054177) (plr/gapA) type I glyceraldehyde-3-phosphate dehydrogenase [Streptococcal plasmin receptor/GAPDH (VF1042) - Adherence (VFC0001)] [Streptococcus pyogenes MGAS315]	336	434.0	171.785	5.75392e-52	40%	56%	7%	1	243	3	232
binning_output.232	k141_1890664_2 # 681 # 1076 # 1 # ID=268_2	gnl|BL_ORD_ID|26533	VFG007224(gb|WP_000064348) (viuB) siderophore-interacting protein [Vibriobactin/Vulnibactin (VF0626) - Nutritional/Metabolic factor (VFC0272)] [Vibrio cholerae O1 biovar El Tor str. N16961]	271	195.0	79.7221	5.83114e-19	36%	50%	2%	1	132	1	130
binning_output.232	k141_1895413_1 # 3 # 80 # -1 # ID=363_1	gnl|BL_ORD_ID|2146	VFG049942(gb|WP_001172757) (essC) type VII secretion system protein EssC [T7SS (VF0581) - Effector delivery system (VFC0086)] [Bacillus thuringiensis str. Al Hakam]	1335	48.0	23.0978	3.60695	35%	62%	0%	1	26	561	586
binning_output.232	k141_1362438_2 # 785 # 1018 # 1 # ID=414_2	gnl|BL_ORD_ID|1267	VFG038712(gb|WP_005319287) (cheB-2) chemotaxis-specific methylesterase [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas salmonicida subsp. salmonicida A449]	371	382.0	151.754	1.25233e-46	96%	97%	0%	1	78	1	78
binning_output.232	k141_1362447_1 # 739 # 1314 # 1 # ID=416_1	gnl|BL_ORD_ID|1376	VFG038840(gb|WP_005300916) (flmH) short chain dehydrogenase/reductase family oxidoreductase [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]	244	196.0	80.1073	1.69226e-18	32%	54%	8%	1	192	1	184
binning_output.232	k141_649848_2 # 1035 # 1130 # 1 # ID=465_2	gnl|BL_ORD_ID|17279	VFG030692(gb|WP_013828150) (sugC) sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC [Trehalose-recycling ABC transporter (VF0842) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium sp. JDM601]	380	62.0	28.4906	0.0568931	42%	70%	3%	1	32	1	33
binning_output.232	k141_2440351_1 # 1 # 183 # -1 # ID=503_1	gnl|BL_ORD_ID|17160	VFG030402(gb|WP_013470644) (fadD13) long-chain-fatty-acid--CoA ligase [MymA operon (VF0840) - Immune modulation (VFC0258)] [Mycobacterium gilvum Spyr1]	509	91.0	39.6614	2.1272e-05	35%	60%	3%	1	61	450	510
binning_output.232	k141_744166_3 # 1549 # 1854 # 1 # ID=512_3	gnl|BL_ORD_ID|17288	VFG030706(gb|WP_005059672) (sugC) sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC [Trehalose-recycling ABC transporter (VF0842) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium abscessus subsp. bolletii str. GO 06]	391	166.0	68.5514	6.23701e-15	36%	58%	7%	1	102	1	97
binning_output.232	k141_32169_1 # 3 # 65 # -1 # ID=560_1	gnl|BL_ORD_ID|25602	VFG005301(gb|WP_000757844) (rrgA) cell wall surface anchor family protein, pilus tip adhesin RrgA [RlrA islet (VF0529) - Adherence (VFC0001)] [Streptococcus pneumoniae TIGR4]	886	44.0	21.557	8.83776	38%	57%	0%	1	21	583	603
binning_output.232	k141_479998_1 # 3 # 83 # -1 # ID=568_1	gnl|BL_ORD_ID|5681	VFG043658(gb|CAA66611) (sas) Sa component [Iota-toxin (VF0381) - Exotoxin (VFC0235)] [Clostridium spiroforme str. CS246]	459	45.0	21.9422	9.51711	41%	52%	0%	1	27	293	319
binning_output.232	k141_479998_5 # 2429 # 3496 # 1 # ID=568_5	gnl|BL_ORD_ID|17753	VFG043448(gb|NP_216353) (glcB) malate synthase [Rv1837c (VF0864) - Adherence (VFC0001)] [Mycobacterium tuberculosis H37Rv]	741	972.0	379.022	4.83016e-126	55%	67%	3%	1	356	1	345
binning_output.232	k141_2266298_1 # 3 # 296 # -1 # ID=569_1	gnl|BL_ORD_ID|5405	VFG041200(gb|WP_012906932) (tssK) type VI secretion system baseplate subunit TssK [CTS1 (VF1263) - Effector delivery system (VFC0086)] [Citrobacter rodentium ICC168]	448	225.0	91.2781	5.14992e-23	46%	59%	0%	1	98	1	98
binning_output.232	k141_482150_1 # 1 # 3204 # 1 # ID=611_1	gnl|BL_ORD_ID|21690	VFG020073(gb|WP_043205221) (pvdI) peptide synthase [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens SBW25]	4679	1165.0	453.366	2.69146e-135	31%	48%	11%	1	1068	2496	3496
binning_output.232	k141_3077235_1 # 2 # 787 # -1 # ID=726_1	gnl|BL_ORD_ID|2992	VFG044110(gb|WP_010929751) (BP_RS01740) heme ABC transporter ATP-binding protein [Direct heme uptake system (VF0689) - Nutritional/Metabolic factor (VFC0272)] [Bordetella pertussis Tohama I]	262	549.0	216.083	5.75053e-70	48%	63%	0%	1	262	1	261
binning_output.232	k141_222218_1 # 3 # 770 # -1 # ID=781_1	gnl|BL_ORD_ID|14895	VFG022664(gb|YP_001702670) (glnA1) Probable glutamine synthetase, type I (GlnA1) [Glutamine synthesis (VF0816) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium abscessus ATCC 19977]	478	597.0	234.572	1.44481e-74	46%	63%	1%	1	256	3	261
binning_output.232	k141_2366829_1 # 2 # 454 # -1 # ID=808_1	gnl|BL_ORD_ID|24368	VFG052340(gb|NP_463157.1) (pmrA) response regulator PmrA [PmrAB (VF1355) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	222	252.0	101.679	2.22499e-27	39%	62%	2%	1	151	3	156
binning_output.232	k141_1209878_1 # 3 # 1040 # -1 # ID=865_1	gnl|BL_ORD_ID|324	VFG037900(gb|WP_001165099) (tviB) Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii BJAB07104]	424	1399.0	543.502	0.0	72%	85%	0%	1	346	68	413
