Bin_ID	Query_ID	Hit_ID	Hit_Description	Subject_Length	Score	Bits	E-value	Identities	Positives	Gaps	Query_Start_Position	Query_End_Position	Subject_Start_Position	Subject_End_Position
binning_output.089	k141_4728140_1 # 3 # 776 # -1 # ID=84_1	gnl|BL_ORD_ID|9740	VFG013280(gb|WP_011609757) (opsX/rfaC) heptosyltransferase I  [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus somnus 129PT]	321	451.0	178.333	1.72114e-54	38%	59%	1%	1	258	1	257
binning_output.089	k141_1232488_5 # 2890 # 2985 # 1 # ID=85_5	gnl|BL_ORD_ID|8435	VFG043102(gb|WP_000079723) (Z_RS14145) FliC/FljB family flagellin [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	585	116.0	49.2914	2.04153e-09	75%	88%	0%	1	32	1	32
binning_output.089	k141_190815_1 # 3 # 1448 # -1 # ID=147_1	gnl|BL_ORD_ID|6742	VFG000932(gb|WP_000026784) (entE) 2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	536	2533.0	980.319	0.0	98%	99%	0%	1	482	1	482
binning_output.089	k141_4735106_9 # 10170 # 11180 # 1 # ID=148_9	gnl|BL_ORD_ID|24323	VFG043038(gb|NP_460874) (cheB) chemotaxis response regulator protein-glutamate methylesterase [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	349	1496.0	580.867	0.0	83%	91%	0%	1	337	1	337
binning_output.089	k141_2288664_4 # 3175 # 3267 # 1 # ID=151_4	gnl|BL_ORD_ID|24325	VFG043040(gb|NP_460876) (cheM) methyl-accepting chemotaxis protein II [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	553	78.0	34.6538	0.000305572	77%	87%	0%	1	31	1	31
binning_output.089	k141_2289879_6 # 4958 # 5629 # 1 # ID=168_6	gnl|BL_ORD_ID|10847	VFG048441(gb|WP_014837776) (fepB) iron-enterobactin transporter periplasmic binding protein [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	319	933.0	363.999	4.93573e-128	80%	88%	0%	1	224	1	224
binning_output.089	k141_3517792_1 # 3 # 623 # -1 # ID=206_1	gnl|BL_ORD_ID|17244	VFG030620(gb|WP_003875534) (sugB) carbohydrate ABC transporter permease [Trehalose-recycling ABC transporter (VF0842) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium avium subsp. paratuberculosis K-10]	279	114.0	48.521	6.75818e-07	27%	43%	13%	1	207	3	196
binning_output.089	k141_5795115_1 # 1 # 1017 # -1 # ID=250_1	gnl|BL_ORD_ID|11951	VFG010924(gb|WP_011215608) (relA) GTP diphosphokinase [RelA (VF0260) - Regulation (VFC0301)] [Legionella pneumophila str. Lens]	734	820.0	320.472	8.47469e-104	45%	65%	3%	1	339	377	704
binning_output.089	k141_1253145_2 # 1052 # 1756 # 1 # ID=265_2	gnl|BL_ORD_ID|12272	VFG045607(gb|WP_010948621) (LPG_RS14840) Dot/Icm type IV secretion system effector [Dot/Icm T4SS secreted effectors (VF0798) - Effector delivery system (VFC0086)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]	244	553.0	217.624	3.88393e-71	48%	63%	0%	1	235	3	237
binning_output.089	k141_4398519_1 # 1 # 1455 # -1 # ID=271_1	gnl|BL_ORD_ID|27888	VFG043209(gb|WP_005168769) (cheD) methyl-accepting chemotaxis protein CheD [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]	557	840.0	328.176	1.95232e-105	43%	58%	5%	1	485	1	484
binning_output.089	k141_4926620_1 # 3 # 119 # -1 # ID=312_1	gnl|BL_ORD_ID|16296	VFG027925(gb|WP_041160705) (nuoG) NADH-quinone oxidoreductase subunit G [NuoG (VF0833) - Immune modulation (VFC0258)] [Mycobacterium avium subsp. paratuberculosis MAP4]	803	71.0	31.9574	0.00479567	38%	54%	0%	1	39	16	54
binning_output.089	k141_1608764_1 # 1 # 171 # -1 # ID=346_1	gnl|BL_ORD_ID|24284	VFG041176(gb|WP_000509054) (SG_RS05325) DUF6531 domain-containing protein [T6SS (VF0975) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91]	1385	75.0	33.4982	0.00320592	40%	53%	3%	1	57	1	57
binning_output.089	k141_5105556_1 # 2 # 115 # -1 # ID=355_1	gnl|BL_ORD_ID|1306	VFG038756(gb|WP_011706626) (flrC) transcriptional activator [Polar flagella (VF0473) - Motility (VFC0204)] [Aeromonas hydrophila ML09-119]	447	48.0	23.0978	6.74407	34%	55%	5%	1	38	79	114
binning_output.089	k141_911285_3 # 2152 # 3093 # 1 # ID=357_3	gnl|BL_ORD_ID|15950	VFG026755(gb|WP_015292733) (narG) nitrate reductase subunit alpha [Nitrate reductase (VF0302) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium canettii CIPT 140070017]	1232	1050.0	409.068	1.01943e-133	61%	75%	0%	1	314	11	324
binning_output.089	k141_38701_1 # 3 # 188 # -1 # ID=360_1	gnl|BL_ORD_ID|11352	VFG049114(gb|WP_012737527) (allS) DNA-binding transcriptional activator AllS [Allantion utilization (VF0572) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	307	89.0	38.891	3.89814e-05	31%	58%	0%	1	62	1	62
binning_output.089	k141_3011999_3 # 1379 # 3199 # 1 # ID=382_3	gnl|BL_ORD_ID|8419	VFG043086(gb|WP_000067016) (flhA) flagellar biosynthesis protein FlhA [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	692	2525.0	977.237	0.0	84%	92%	1%	1	607	1	606
binning_output.089	k141_5286738_1 # 3 # 965 # -1 # ID=389_1	gnl|BL_ORD_ID|27888	VFG043209(gb|WP_005168769) (cheD) methyl-accepting chemotaxis protein CheD [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081]	557	261.0	105.145	5.80884e-25	29%	47%	9%	1	321	1	320
binning_output.089	k141_5989452_1 # 2 # 613 # -1 # ID=410_1	gnl|BL_ORD_ID|9614	VFG013146(gb|WP_012340653) (ompP5) outer membrane protein P5 (ompA), human factor H binding protein [P5 protein (VF0041) - Adherence (VFC0001)] [Haemophilus somnus 2336]	342	266.0	107.071	1.01738e-27	38%	51%	14%	1	204	1	222
binning_output.089	k141_47094_1 # 1 # 1146 # 1 # ID=412_1	gnl|BL_ORD_ID|9381	VFG047713(gb|WP_014549144) (carB) carbamoyl phosphate synthase large subunit [Pyrimidine biosynthesis (VF0558) - Nutritional/Metabolic factor (VFC0272)] [Francisella cf. novicida Fx1]	1094	1199.0	466.463	9.78796e-156	60%	74%	5%	1	382	221	613
binning_output.089	k141_1094774_2 # 644 # 1174 # 1 # ID=414_2	gnl|BL_ORD_ID|11144	VFG048850(gb|WP_004899428) (KPN2242_RS16275) MOP flippase family protein [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae KCTC 2242]	485	382.0	151.754	5.45708e-44	42%	66%	0%	1	177	1	177
binning_output.089	k141_2147226_2 # 1599 # 2372 # 1 # ID=432_2	gnl|BL_ORD_ID|27832	VFG023781(gb|WP_020283357) (YE105_RS07905) phosphomannomutase ManB protein [O-antigen (VF0392) - Immune modulation (VFC0258)] [Yersinia enterocolitica subsp. palearctica 105.5R(r)]	461	1063.0	414.075	3.6532e-145	74%	88%	0%	1	258	1	258
binning_output.089	k141_2502723_4 # 3969 # 6365 # 1 # ID=474_4	gnl|BL_ORD_ID|24654	VFG013002(gb|WP_000077683) (entF) enterobactin non-ribosomal peptide synthetase EntF [Enterobactin synthesis and transport (VF0984) - Nutritional/Metabolic factor (VFC0272)] [Shigella sonnei Ss046]	1293	4139.0	1598.95	0.0	97%	98%	0%	1	799	1	803
binning_output.089	k141_4425487_9 # 5945 # 6619 # 1 # ID=486_9	gnl|BL_ORD_ID|17707	VFG031776(gb|WP_015304588) (regX3) two-component sensory transduction protein RegX [RegX3 (VF0858) - Regulation (VFC0301)] [Mycobacterium smegmatis JS623]	228	289.0	115.931	8.12481e-32	30%	53%	3%	1	225	1	218
binning_output.089	k141_2159070_1 # 3 # 83 # -1 # ID=493_1	gnl|BL_ORD_ID|4060	VFG041156(gb|WP_012492310) (tssM) type VI secretion system membrane subunit TssM [T6SS (VF0698) - Effector delivery system (VFC0086)] [Burkholderia cenocepacia J2315]	1314	49.0	23.483	2.30251	44%	56%	0%	1	27	1	27
binning_output.089	k141_3558613_4 # 1378 # 2757 # 1 # ID=517_4	gnl|BL_ORD_ID|21772	VFG042736(gb|NP_253152) (rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	497	1141.0	444.121	1.66788e-153	48%	67%	5%	1	460	1	446
binning_output.089	k141_65153_2 # 622 # 1374 # 1 # ID=524_2	gnl|BL_ORD_ID|26924	VFG042879(gb|WP_011079462) (VV1_RS07215) type IV pilus twitching motility protein PilT [ChiRP (VF0609) - Adherence (VFC0001)] [Vibrio vulnificus CMCP6]	345	622.0	244.202	5.34392e-80	47%	65%	1%	1	251	1	254
binning_output.089	k141_3034043_1 # 1 # 735 # -1 # ID=527_1	gnl|BL_ORD_ID|9380	VFG047710(gb|WP_014547360) (carB) carbamoyl phosphate synthase large subunit [Pyrimidine biosynthesis (VF0558) - Nutritional/Metabolic factor (VFC0272)] [Francisella cf. tularensis subsp. novicida 3523]	1094	952.0	371.318	1.21213e-121	70%	83%	0%	1	245	1	245
binning_output.089	k141_1992096_2 # 2754 # 2972 # 1 # ID=556_2	gnl|BL_ORD_ID|15954	VFG026773(gb|WP_015289620) (narH) nitrate reductase subunit beta [Nitrate reductase (VF0302) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium canettii CIPT 140070010]	558	315.0	125.946	7.79652e-36	64%	85%	0%	1	73	1	73
binning_output.089	k141_2345083_2 # 233 # 1090 # 1 # ID=591_2	gnl|BL_ORD_ID|9849	VFG013400(gb|WP_005693429) (rfaF) ADP-heptose-LPS heptosyltransferase II [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20]	346	886.0	345.895	2.02758e-119	59%	75%	3%	1	286	1	288
binning_output.089	k141_1471276_2 # 1092 # 1337 # 1 # ID=597_2	gnl|BL_ORD_ID|4425	VFG011938(gb|YP_002344283) (Cj0883c) transcriptional regulator [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168]	136	89.0	38.891	4.24878e-05	24%	52%	2%	1	82	1	80
binning_output.089	k141_75699_3 # 1322 # 1951 # 1 # ID=598_3	gnl|BL_ORD_ID|8860	VFG046604(gb|WP_012280804) (rpe) ribulose-phosphate 3-epimerase  [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella philomiragia subsp. philomiragia ATCC 25017]	222	710.0	278.1	9.62758e-96	65%	76%	0%	1	210	1	210
binning_output.089	k141_1475496_1 # 3 # 425 # -1 # ID=623_1	gnl|BL_ORD_ID|11366	VFG049146(gb|WP_012968813) (acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella variicola At-22]	1048	445.0	176.022	7.07025e-52	59%	75%	0%	1	141	1	141
binning_output.089	k141_1831868_1 # 3 # 1304 # -1 # ID=659_1	gnl|BL_ORD_ID|10895	VFG048513(gb|WP_008805577) (fepA) outer membrane receptor FepA [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae 342]	742	1975.0	765.377	0.0	85%	92%	2%	1	434	1	433
binning_output.089	k141_1831868_4 # 3067 # 3807 # 1 # ID=659_4	gnl|BL_ORD_ID|10876	VFG048490(gb|WP_014837772) (entF) enterobactin synthase subunit F [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718]	1293	911.0	355.525	2.77625e-114	69%	79%	0%	1	247	1	247
binning_output.089	k141_6031021_5 # 3331 # 3648 # 1 # ID=676_5	gnl|BL_ORD_ID|9900	VFG013467(gb|WP_005687765) (kdsA) 2-dehydro-3-deoxyphosphooctonate aldolase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae PittEE]	284	459.0	181.415	1.24533e-58	76%	87%	0%	1	106	1	106
binning_output.089	k141_2715849_4 # 2836 # 3024 # 1 # ID=721_4	gnl|BL_ORD_ID|26838	VFG007635(gb|WP_011078849) (wecC) UDP-N-acetyl-D-mannosamine dehydrogenase [Capsular polysaccharide (VF0624) - Immune modulation (VFC0258)] [Vibrio vulnificus CMCP6]	423	269.0	108.227	6.12971e-30	79%	92%	0%	1	63	1	63
binning_output.089	k141_6213549_1 # 3 # 65 # -1 # ID=734_1	gnl|BL_ORD_ID|22273	VFG042032(gb|WP_011003475) (RS_RS17905) hypothetical protein [T3SS (VF1295) - Effector delivery system (VFC0086)] [Ralstonia solanacearum GMI1000]	719	46.0	22.3274	4.34504	48%	62%	0%	1	21	230	250
binning_output.089	k141_4822783_1 # 1 # 855 # -1 # ID=773_1	gnl|BL_ORD_ID|21342	VFG016057(gb|WP_012019057) (pvdH) diaminobutyrate-2-oxoglutarate aminotransferase PvdH [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas mendocina ymp]	473	369.0	146.747	1.05351e-40	35%	50%	8%	1	285	43	332
binning_output.089	k141_4124282_3 # 2151 # 2540 # 1 # ID=792_3	gnl|BL_ORD_ID|24284	VFG041176(gb|WP_000509054) (SG_RS05325) DUF6531 domain-containing protein [T6SS (VF0975) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91]	1385	536.0	211.075	2.53447e-64	79%	85%	0%	1	130	1	130
binning_output.089	k141_2036535_2 # 610 # 1146 # 1 # ID=816_2	gnl|BL_ORD_ID|11264	VFG048981(gb|WP_004144152) (KPR_RS09030) NAD-dependent epimerase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae subsp. rhinoscleromatis SB3432]	335	786.0	307.375	3.21292e-106	80%	90%	0%	1	179	1	179
binning_output.089	k141_1510024_1 # 3 # 1112 # 1 # ID=817_1	gnl|BL_ORD_ID|12601	VFG032174(gb|WP_012985162) (hpt) hexose phosphate transport protein [Hpt (VF0264) - Nutritional/Metabolic factor (VFC0272)] [Listeria seeligeri serovar 1/2b str. SLCC3954]	461	755.0	295.434	9.03153e-97	45%	61%	2%	1	370	74	447
binning_output.089	k141_4833893_4 # 1534 # 1647 # 1 # ID=831_4	gnl|BL_ORD_ID|24369	VFG052343(gb|WP_001237694.1) (bapA) biofilm-associated protein BapA [BapA (VF0971) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Enteritidis str. P125109]	3824	59.0	27.335	0.196042	36%	52%	10%	1	38	1420	1461
binning_output.089	k141_2916570_1 # 3 # 437 # -1 # ID=858_1	gnl|BL_ORD_ID|8410	VFG043077(gb|WP_000885860) (flgE) flagellar hook protein FlgE [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]	401	601.0	236.113	1.38734e-77	77%	89%	0%	1	145	1	145
binning_output.089	k141_5017323_3 # 870 # 1289 # 1 # ID=885_3	gnl|BL_ORD_ID|2327	VFG050198(gb|WP_001265344) (BCAH187_RS26515) glycosyltransferase [Polysaccharide capsule (VF0659) - Immune modulation (VFC0258)] [Bacillus cereus AH187]	400	119.0	50.447	4.35331e-08	24%	44%	10%	1	140	1	130
binning_output.089	k141_4672306_2 # 361 # 1122 # 1 # ID=905_2	gnl|BL_ORD_ID|11144	VFG048850(gb|WP_004899428) (KPN2242_RS16275) MOP flippase family protein [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae KCTC 2242]	485	562.0	221.09	2.24956e-69	44%	67%	0%	1	254	1	255
binning_output.089	k141_658924_3 # 2743 # 3645 # 1 # ID=916_3	gnl|BL_ORD_ID|10985	VFG048622(gb|WP_032451948) (iutA) ferric aerobactin receptor IutA [Aerobactin (VF0565) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. rhinoscleromatis SB3432]	733	1453.0	564.303	0.0	90%	97%	0%	1	301	2	302
binning_output.089	k141_5727167_1 # 1 # 1005 # -1 # ID=921_1	gnl|BL_ORD_ID|9375	VFG047702(gb|WP_012280232) (carB) carbamoyl phosphate synthase large subunit [Pyrimidine biosynthesis (VF0558) - Nutritional/Metabolic factor (VFC0272)] [Francisella philomiragia subsp. philomiragia ATCC 25017]	1094	917.0	357.836	5.40684e-115	54%	68%	6%	1	335	321	670
binning_output.089	k141_1191134_3 # 1624 # 2355 # 1 # ID=937_3	gnl|BL_ORD_ID|92	VFG037386(gb|WP_000582115) (bauE) ferric siderophore ABC transporter, ATP-binding protein BauE [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU]	256	188.0	77.0258	8.21321e-17	24%	47%	11%	1	244	1	227
binning_output.089	k141_2945288_1 # 3 # 1160 # -1 # ID=957_1	gnl|BL_ORD_ID|24341	VFG043056(gb|NP_460922) (fliF) flagellar M-ring protein FliF [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	560	1276.0	496.123	1.14352e-173	66%	80%	3%	1	386	1	396
binning_output.089	k141_2087701_2 # 1146 # 1424 # 1 # ID=1005_2	gnl|BL_ORD_ID|6739	VFG000929(gb|WP_001375021) (entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	206	305.0	122.094	2.03029e-36	60%	74%	4%	1	93	1	97
binning_output.089	k141_2792336_1 # 3 # 284 # -1 # ID=1028_1	gnl|BL_ORD_ID|20431	VFG014918(gb|WP_003282114) (algU) alginate biosynthesis protein AlgZ/FimS [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas stutzeri A1501]	193	345.0	137.502	1.15749e-42	67%	84%	1%	1	94	1	95
binning_output.151	k141_3671731_1 # 1 # 102 # -1 # ID=24_1	gnl|BL_ORD_ID|2159	VFG049963(gb|WP_001261814) (asbB) petrobactin biosynthesis protein AsbB [Petrobactin (VF0584) - Nutritional/Metabolic factor (VFC0272)] [Bacillus cereus ATCC 14579]	612	46.0	22.3274	8.97094	24%	53%	0%	1	34	289	322
binning_output.151	k141_3501679_3 # 1407 # 1502 # 1 # ID=131_3	gnl|BL_ORD_ID|723	VFG050817(gb|WP_000841373.1) (gspH) general secretion pathway protein H [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU]	184	65.0	29.6462	0.023393	31%	66%	0%	1	32	1	32
binning_output.151	k141_3856017_1 # 2 # 640 # -1 # ID=247_1	gnl|BL_ORD_ID|26303	VFG006916(gb|WP_005490359) (pilD/vcpD) A24 family peptidase [ChiRP (VF0609) - Adherence (VFC0001)] [Vibrio parahaemolyticus RIMD 2210633]	289	461.0	182.185	5.35021e-57	48%	58%	7%	1	213	1	205
binning_output.151	k141_3856931_1 # 2 # 889 # -1 # ID=279_1	gnl|BL_ORD_ID|9705	VFG013242(gb|WP_005693863) (lpxK) tetraacyldisaccharide 4'-kinase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae Rd KW20]	332	462.0	182.57	1.93008e-55	40%	53%	11%	1	296	3	287
binning_output.151	k141_1760790_3 # 858 # 1220 # 1 # ID=306_3	gnl|BL_ORD_ID|1436	VFG038900(gb|WP_011706614) (hlyA) Hemolysin A [Hemolysin HlyA (VF0646) - Exotoxin (VFC0235)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]	439	260.0	104.76	1.36832e-27	43%	66%	0%	1	121	1	121
binning_output.151	k141_4907356_1 # 3 # 1025 # -1 # ID=319_1	gnl|BL_ORD_ID|2139	VFG049933(gb|WP_011199086) (papR) DUF4084 domain-containing protein [PlcR-PapR quorum sensing (VF0660) - Biofilm (VFC0271)] [Bacillus cereus E33L]	892	474.0	187.193	2.41622e-53	33%	53%	7%	1	341	423	744
binning_output.151	k141_4383718_1 # 466 # 2121 # 1 # ID=342_1	gnl|BL_ORD_ID|7816	VFG035335(gb|WP_001390303) (O3M_RS04490) NERD domain-containing protein/DEAD/DEAH box helicase [SCI-I T6SS (VF1120) - Effector delivery system (VFC0086)] [Escherichia coli O104:H4 str. 2009EL-2050]	581	1019.0	397.127	4.20643e-132	40%	57%	8%	1	552	1	526
binning_output.151	k141_5960168_1 # 3 # 83 # -1 # ID=389_1	gnl|BL_ORD_ID|19965	VFG014372(gb|WP_044390087) (fleS) two-component sensor [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas syringae pv. tomato str. DC3000]	404	45.0	21.9422	9.33755	37%	59%	0%	1	27	242	268
binning_output.151	k141_2463963_1 # 2 # 1474 # 1 # ID=400_1	gnl|BL_ORD_ID|27936	VFG044143(gb|WP_002209483) (YPO_RS20735) type I secretion system permease/ATPase [HasA-type hemophore-mediated heme uptake system (VF1029) - Nutritional/Metabolic factor (VFC0272)] [Yersinia pestis CO92]	602	1176.0	457.603	2.18849e-156	48%	66%	0%	1	491	33	523
binning_output.151	k141_3162212_5 # 3191 # 3280 # 1 # ID=404_5	gnl|BL_ORD_ID|21597	VFG019919(gb|WP_015886493) (algR) alginate biosynthesis regulatory protein AlgR [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas fluorescens SBW25]	248	46.0	22.3274	7.8243	43%	50%	3%	1	30	1	29
binning_output.151	k141_5612373_2 # 320 # 1186 # 1 # ID=461_2	gnl|BL_ORD_ID|12942	VFG001398(gb|NP_216708) (trpD) anthranilate phosphoribosyltransferase [Tryptophan synthesis (VF0813) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium tuberculosis H37Rv]	370	430.0	170.244	2.38763e-50	40%	55%	3%	1	289	24	311
binning_output.151	k141_1766642_1 # 3 # 668 # -1 # ID=462_1	gnl|BL_ORD_ID|10207	VFG006476(gb|WP_011115250) (ureB) urease beta subunit UreB, urea amidohydrolase [Urease (VF0050) - Stress survival (VFC0282)] [Helicobacter hepaticus ATCC 51449]	569	606.0	238.039	1.53473e-75	58%	75%	3%	1	222	1	219
binning_output.151	k141_6137713_2 # 1006 # 1146 # 1 # ID=483_2	gnl|BL_ORD_ID|12433	VFG006796(gb|WP_003762934) (stp) Stp1/IreP family PP2C-type Ser/Thr phosphatase [Serine-threonine phosphatase stp (VF0787) - Post-translational modification (VFC0315)] [Listeria innocua Clip11262]	252	106.0	45.4394	8.48185e-08	53%	67%	14%	1	47	1	48
binning_output.151	k141_1597039_4 # 2534 # 3028 # 1 # ID=597_4	gnl|BL_ORD_ID|20258	VFG014718(gb|WP_003243234) (motC) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas mendocina ymp]	246	373.0	148.288	4.14965e-45	48%	66%	1%	1	165	1	164
binning_output.151	k141_27625_1 # 1 # 1041 # -1 # ID=670_1	gnl|BL_ORD_ID|21832	VFG044153(gb|WP_011063599) (PFL_RS27280) type I secretion system permease/ATPase [HasA-type hemophore-mediated heme uptake system (VF0940) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas fluorescens Pf-5]	598	482.0	190.274	2.13332e-55	39%	55%	6%	1	347	70	405
binning_output.151	k141_2125526_1 # 1 # 87 # -1 # ID=686_1	gnl|BL_ORD_ID|14160	VFG010130(gb|WP_011781754) (mce3C) MCE family protein [Mce3 (VF0826) - Immune modulation (VFC0258)] [Mycobacterium vanbaalenii PYR-1]	450	49.0	23.483	2.86361	41%	55%	0%	1	29	1	29
